"Ingr","Match","Score"
"asian baste","pear, asian, raw",0.408248290463863
"banan","lamb chop, ns as to cut, cooked, lean only eaten",0
"potato dinner rolls","gnocchi, potato",0.408248290463863
"lemonade","vodka and lemonade",0.577350269189626
"orange supremes","orange blossom",0.5
"peppercorn melange","lamb chop, ns as to cut, cooked, lean only eaten",0
"pimento seeds","mixed seeds",0.5
"real mayonnaise","mayonnaise, regular",0.5
"italian prune plums","italian ice",0.408248290463863
"cerignola olives","olives, stuffed",0.5
"baked fingerling potatoes","stewed potatoes",0.408248290463863
"broccoli slaw mix","broccoli slaw salad",0.666666666666667
"pomegranate arils","pomegranate, raw",0.5
"frozen puff pastry","pastry, puff",0.816496580927726
"spearmint","lamb chop, ns as to cut, cooked, lean only eaten",0
"saku tuna","tuna loaf",0.5
"spicy rub","lamb chop, ns as to cut, cooked, lean only eaten",0
"mustard dipping sauce","sardines with mustard sauce",0.577350269189626
"shortbread cookie","cookie, shortbread",1
"mexican tomato sauce","tomato chili sauce",0.666666666666667
"9-inch pie shell","pie shell",0.707106781186547
"pumpkin seed praline","muffin, pumpkin",0.408248290463863
"swiss chard leaves","swiss steak",0.408248290463863
"the pizza peel","dessert pizza",0.408248290463863
"hot giardiniera","tea, hot, hibiscus",0.408248290463863
"""decorators icing""","icing, white",0.5
"grits","grits, with cheese, fat added",0.447213595499958
"italian turkey sausage links","italian sausage",0.707106781186547
"wild striped bass","goose, wild, roasted",0.333333333333333
"starkist® albacore tuna in water","tuna, canned, water pack",0.447213595499958
"from a can of chipotle chiles","pastrami, made from any kind of meat, reduced fat",0.272165526975909
"maui or","cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.486664263392288
"crisco® all-vegetable shortening","shortening, ns as to vegetable or animal",0.377964473009227
"avocado puree","avocado dressing",0.5
"mccormick® pure vanilla extract","fudge, vanilla",0.353553390593274
"mexican chorizo casing","chorizo",0.577350269189626
"grapefruit soda","grapefruit, canned",0.5
"rhubarb butter","rhubarb",0.707106781186547
"verts","lamb chop, ns as to cut, cooked, lean only eaten",0
"asian chili sauce","tomato chili sauce",0.666666666666667
"achiote paste","guava paste",0.5
"pita crisps","pita chips",0.5
"triple-cream cheese","cream cheese, light",0.666666666666667
"vanilla greek yogurt","frozen yogurt, vanilla",0.666666666666667
"edible gold dragees","energy drink (xs gold plus)",0.258198889747161
"halibut filet","halibut, smoked",0.5
"sourdough whole wheat bread","bread, whole wheat",0.866025403784439
"catfish","catfish, steamed or poached",0.5
"sugar pumpkins","sugar substitute and sugar blend",0.534522483824849
"tomato water","tomato rice soup, prepared with water",0.577350269189626
"chive blossoms","flowers or blossoms of sesbania, squash, or lily, cooked",0.21320071635561
"""kelloggs® cocoa krispies® cereal""","cereal (kellogg's cocoa krispies)",0.670820393249937
"sauerkraut","sauerkraut",1
"fregola pasta","flavored pasta",0.5
"pickled cucumber salad","cucumber salad made with cucumber and vinegar",0.577350269189626
"honeycrisp or mcintosh apple","turnover or dumpling, apple",0.5
"marshmallow creme","marshmallow",0.707106781186547
"lemon syrup","blueberry syrup",0.5
"pork breakfast chops","pork sandwich",0.408248290463863
"guero chiles","chiles rellenos, cheese-filled",0.353553390593274
"husk","lamb chop, ns as to cut, cooked, lean only eaten",0
"scamorza","lamb chop, ns as to cut, cooked, lean only eaten",0
"creme de violette","creme brulee",0.408248290463863
"cookie spread","cookie, applesauce",0.5
"kiwi fruits","kiwi fruit, raw",0.408248290463863
"small cheese ravioli","ravioli, cheese-filled, no sauce",0.516397779494322
"sharp cheddar cheese","cheese, cheddar",0.816496580927726
"cabernet sauvignon sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"truvia® natural sweetener","agave liquid sweetener",0.333333333333333
"cumin","lamb chop, ns as to cut, cooked, lean only eaten",0
"marzipan carrots","carrots, raw",0.5
"vegetable dumplings","vegetable chips",0.5
"yellow curry paste","lentil curry",0.408248290463863
"tuscan olives","olives, stuffed",0.5
"mixed wild mushrooms","fried mushrooms",0.408248290463863
"kool-aid","lamb chop, ns as to cut, cooked, lean only eaten",0
"sheets","lamb chop, ns as to cut, cooked, lean only eaten",0
"cake","cake, fruit cake, light or dark, holiday type cake",0.774596669241483
"bonito","lamb chop, ns as to cut, cooked, lean only eaten",0
"asiago spread","sandwich spread",0.5
"briny olives from salad bar","potato salad, from restaurant",0.447213595499958
"fruit compote","fruit leather and fruit snacks candy",0.5
"other nut","bread, nut",0.5
"ethiopian berbere spice mix","snack mix, plain (chex mix)",0.377964473009227
"asiago crostini","lamb chop, ns as to cut, cooked, lean only eaten",0
"velveeta queso blanco","queso asadero",0.408248290463863
"tri tip roasts","lamb chop, ns as to cut, cooked, lean only eaten",0
"mustard mix","mustard",0.707106781186547
"toffee pieces","toffee, plain",0.5
"pineapple juice (from the cans","pineapple juice, 100%",0.516397779494322
"oxtail","oxtail soup",0.707106781186547
"food coloring set","crackers, baby food",0.333333333333333
"french baguet","french toast, nfs",0.408248290463863
"strawberry fruit jerky","fruit leather and fruit snacks candy",0.408248290463863
"round gyoza wrappers","cornbread muffin, stick, round",0.288675134594813
"singing brook","lamb chop, ns as to cut, cooked, lean only eaten",0
"from a 1-inch piece ginger","cheeseburger, from fast food, 1 small patty",0.308606699924184
"grape-peach juice concentrate","grape juice, 100%",0.577350269189626
"ciabatta loaves","lamb chop, ns as to cut, cooked, lean only eaten",0
"regular waffles","mayonnaise, regular",0.5
"new zealand venison","venison/deer, stewed",0.333333333333333
"bittersweet glaze","lamb chop, ns as to cut, cooked, lean only eaten",0
"havarti","lamb chop, ns as to cut, cooked, lean only eaten",0
"kalamata olives in oil","clams, smoked, in oil",0.5
"savory","lamb chop, ns as to cut, cooked, lean only eaten",0
"a wedge","tomatoes, for use on a sandwich",0.288675134594813
"lump crabmeat","sugar, white, granulated or lump",0.316227766016838
"muhammara","lamb chop, ns as to cut, cooked, lean only eaten",0
"mascarpone cheese","cheese, processed cheese food",0.577350269189626
"soft taco size flour tortillas","taco shell, flour",0.516397779494322
"torani syrup","blueberry syrup",0.5
"regular hot dog buns","corn dog, frankfurter or hot dog with cornbread coating",0.452267016866645
"honey-baked ham","honey",0.577350269189626
"loaf italian-style bread","bread, italian, grecian, armenian",0.5
"from spicy fajita soup","onion soup, made from dry mix",0.408248290463863
"chardonnay","lamb chop, ns as to cut, cooked, lean only eaten",0
"short rib pieces","reese's pieces",0.333333333333333
"molasses and light corn syrup","corn syrup",0.632455532033676
"cinnamon toaster pastries","waffle, cinnamon",0.408248290463863
"candied cherries","cherries, frozen",0.5
"country sourdough","lamb chop, ns as to cut, cooked, lean only eaten",0
"mozzarella balls","cheese, mozzarella, nfs",0.408248290463863
"sorbitol","lamb chop, ns as to cut, cooked, lean only eaten",0
"hot pepper jelly","pepper, hot, pickled",0.666666666666667
"fresh chile pepper","pepper steak",0.408248290463863
"crab-boil seasoning","crab imperial",0.408248290463863
"ascorbic acid","lamb chop, ns as to cut, cooked, lean only eaten",0
"chorizos","lamb chop, ns as to cut, cooked, lean only eaten",0
"champagne or","champagne punch",0.5
"wheat flour","wheat flour fritter, without syrup",0.632455532033676
"bunch chives","chives, raw",0.5
"multi-purpose flour","tortilla, flour",0.408248290463863
"lemon zest meringue","pie, lemon meringue",0.666666666666667
"butterscotch topping","topping, butterscotch or caramel",0.707106781186547
"magret duck","duck sauce",0.5
"croissant","croissant",1
"date nut bread","bread, nut",0.816496580927726
"li hing mui powder","nutritional powder mix (eas whey protein powder)",0.333333333333333
"refrigerator pizza dough","dessert pizza",0.408248290463863
"chive","lamb chop, ns as to cut, cooked, lean only eaten",0
"yams","lamb chop, ns as to cut, cooked, lean only eaten",0
"cob corn","corn, raw",0.5
"zesty herb and garlic seasoning mix","trail mix with nuts and fruit",0.333333333333333
"apricot paste","apricot nectar",0.5
"filo puffs","cheese pastry puffs",0.408248290463863
"pizza doughs","dessert pizza",0.5
"genoa salami from the deli","salami, nfs",0.316227766016838
"leg and claw meat","eggplant and meat casserole",0.5
"gummy candy rats","candy, nfs",0.408248290463863
"whole-wheat flour","muffin, whole wheat",0.666666666666667
"grilled french bread","bread, french or vienna",0.577350269189626
"flamed orange twist","orange blossom",0.408248290463863
"homemade-type whole-wheat bread","bread, whole wheat",0.774596669241483
"kaiser rolls","pizza rolls",0.5
"honey wheat bread","bread, puri, wheat",0.666666666666667
"peach-jalapeno chutney","chutney",0.577350269189626
"lobster stock","lobster, canned",0.5
"milk chocolate buttercream","chocolate milk drink",0.666666666666667
"pepper-tahini vinaigrette","tahini",0.577350269189626
"ginger simple syrup","simple syrup",0.816496580927726
"ravioli","ravioli, meat-filled, no sauce",0.447213595499958
"wild cod fillets","cape cod",0.408248290463863
"fine dice","lamb chop, ns as to cut, cooked, lean only eaten",0
"vanilla wafers","fudge, vanilla",0.5
"strawberry salad","seafood salad",0.5
"piperrada","lamb chop, ns as to cut, cooked, lean only eaten",0
"peel of 1 lemon","lemon, raw",0.353553390593274
"hot ham deli meat","ham, prepackaged or deli, luncheon meat",0.612372435695795
"russet baking potatoes","stewed potatoes",0.408248290463863
"peach vodka","vodka",0.707106781186547
"baby eggplant","fried eggplant",0.5
"striped sea bass","sea bass, pickled",0.666666666666667
"caraway seed","poppy seed dressing",0.408248290463863
"pickles","pickles, dill",0.707106781186547
"hickory chips","multigrain chips (sun chips)",0.577350269189626
"texas red grapefruits","sangria, red",0.408248290463863
"barilla whole grain penne","muffin, whole grain",0.577350269189626
"sichuan pepper","pepper steak",0.5
"refrigerated pie crusts","pie, apple, fried pie",0.471404520791032
"alaska halibut","halibut, smoked",0.5
"whole-wheat sandwich thins","muffin, whole wheat",0.577350269189626
"whole-wheat pita minis","bread, pita, whole wheat",0.75
"del monte® sweet peas","tamale, sweet",0.353553390593274
"hungarian peppers","peppers, pickled",0.5
"raspberry brandy","brandy",0.707106781186547
"kentucky steak sauce","steak sauce",0.816496580927726
"whole wheat pitas","muffin, whole wheat",0.666666666666667
"louisiana crawfish tails","lamb chop, ns as to cut, cooked, lean only eaten",0
"jalapeno almonds","almonds, nfs",0.5
"lobster or seafood stock","lobster, steamed or boiled",0.5
"lemon balm sprigs","lemon, raw",0.408248290463863
"vanilla yogurt","frozen yogurt, vanilla",0.816496580927726
"reduced-fat non-dairy whipped topping","whipped topping, fat free",0.612372435695795
"sugar cane stalk","sugar cane beverage",0.666666666666667
"plum sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.514495755427526
"chocolate chip morsels","cookie, chocolate chip",0.666666666666667
"pilsner or wheat beer","bread, wheat or cracked wheat",0.566946709513841
"american-style chile sauce","lobster with sauce, puerto rican style",0.408248290463863
"chervil leaves","taro leaves, cooked",0.408248290463863
"chunks of ciabatta bread","bread, zucchini",0.353553390593274
"tahini sauce","tahini",0.707106781186547
"chicken strips","chicken tenders or strips, nfs",0.632455532033676
"mint and lime slices","lime, raw",0.353553390593274
"manila","lamb chop, ns as to cut, cooked, lean only eaten",0
"lemon rind","lemon, raw",0.5
"casaba melon","bitter melon, cooked",0.408248290463863
"hass avocado","avocado dressing",0.5
"comte cheese","cheese, processed cheese food",0.577350269189626
"mcintosh apples","apples, baby food, toddler",0.353553390593274
"multigrain hoagie rolls","pizza rolls",0.408248290463863
"sprig fresh chervil","coconut, fresh",0.408248290463863
"apple wood chips","multigrain chips (sun chips)",0.471404520791032
"cayenne pepper powder","pepper steak",0.408248290463863
"dark aged soy sauce","soy sauce",0.707106781186547
"lentil puree","lentil curry",0.5
"oats-n-honey","honey",0.577350269189626
"mozzarella bites","cheese, mozzarella, nfs",0.408248290463863
"pork and beans","pork and beans",1
"lime wheel","lime, raw",0.5
"corn grits","corn, raw",0.5
"sorrel leaves","taro leaves, cooked",0.408248290463863
"kumumoto oysters","oysters, raw",0.5
"jumbo shrimp","shrimp teriyaki",0.5
"flat iron steak","steak sauce",0.408248290463863
"4 grillers® original","nutrition bar (balance original bar)",0.218217890235992
"pineapple glaze","pineapple, frozen",0.5
"sesame rice","rice croquette",0.5
"flat rice noodles","rice noodles, cooked",0.666666666666667
"perciatelli pasta","flavored pasta",0.5
"raw tilapia","leek, raw",0.5
"pepper buttermilk biscuits","pepper steak",0.408248290463863
"partida tequila","tequila",0.707106781186547
"sprig fresh thyme","coconut, fresh",0.408248290463863
"lemon-grape butter sauce","lemon-butter sauce",0.866025403784439
"ground cardamom","turkey, ground",0.5
"canchita corn","corn, raw",0.5
"celery root remoulade","celery, raw",0.408248290463863
"bistro steak","steak sauce",0.5
"honey butter mix","honey butter",0.816496580927726
"habanero","lamb chop, ns as to cut, cooked, lean only eaten",0
"caramel swirl ice cream","ice cream sundae, caramel topping",0.670820393249937
"semolina bread","bread, zucchini",0.5
"rice cereal","cereal, rice flakes",0.816496580927726
"kale and pine nut salad","fudge, caramel and nut, chocolate-coated candy",0.338061701891407
"sangrita","lamb chop, ns as to cut, cooked, lean only eaten",0
"dutch-process cocoa powder","cocoa powder, not reconstituted",0.5
"dry vegetable mix","vegetable soup, made from dry mix",0.707106781186548
"baking potatoes","stewed potatoes",0.5
